file,action
all_data/andrew-laptop-1/video-data/vwHTKAPgaqA/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/3d6tdmTyfhQ/clip_2.mp4,6
all_data/andrew-laptop-1/video-data/DLLPlG5er6I/clip_1.mp4,6
all_data/andrew-laptop-1/video-data/gYe1Adcc-XM/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/6Se_wjWWVrQ/clip_2.mp4,6
all_data/andrew-laptop-1/video-data/j3zzZTOA7Mo/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/cHlFhDGb9KY/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/XvOBp8tyXm0/clip_2.mp4,6
all_data/andrew-laptop-1/video-data/s2Hln-wmxBE/clip_2.mp4,6
all_data/andrew-laptop-1/video-data/qnBwuxFDxlU/clip_4.mp4,6
all_data/andrew-laptop-1/video-data/qnBwuxFDxlU/clip_6.mp4,6
all_data/andrew-laptop-1/video-data/63ce3pgTihA/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/Gqfq4AaUJe0/clip_6.mp4,6
all_data/andrew-laptop-1/video-data/GoFY0a5IXk8/clip_1.mp4,6
all_data/andrew-laptop-1/video-data/Gqfq4AaUJe0/clip_7.mp4,6
all_data/andrew-laptop-1/video-data/IsOMSuiYU2o/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/UNqqDGAndhA/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/q6Cn94zA9NU/clip_2.mp4,6
all_data/andrew-laptop-1/video-data/GddyPzIOF_M/clip_2.mp4,6
all_data/andrew-laptop-1/video-data/E9a-WImIqRI/clip_4.mp4,6
all_data/andrew-laptop-1/video-data/E9a-WImIqRI/clip_5.mp4,6
all_data/andrew-laptop-1/video-data/8-pWoWP9xLQ/clip_4.mp4,6
all_data/andrew-laptop-1/video-data/tjzSVn2WE6o/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/lfczmnqGUL0/clip_1.mp4,6
all_data/andrew-laptop-1/video-data/GoFY0a5IXk8/clip_5.mp4,6
all_data/andrew-laptop-1/video-data/IajLUUqbP3k/clip_4.mp4,6
all_data/andrew-laptop-1/video-data/cr3caxj-4E4/clip_6.mp4,6
all_data/andrew-laptop-1/video-data/ueq6iE1b4u4/clip_1.mp4,6
all_data/andrew-laptop-1/video-data/Q7AC2wG3S7o/clip_9.mp4,6
all_data/andrew-laptop-1/video-data/TSBR7eWraXY/clip_5.mp4,6
all_data/andrew-laptop-1/video-data/isvp9FUYV0o/clip_7.mp4,6
all_data/andrew-laptop-1/video-data/61st5kS66oE/clip_5.mp4,6
all_data/andrew-laptop-1/video-data/bxZepPt-WP8/clip_9.mp4,6
all_data/andrew-laptop-1/video-data/0VhsXKRmKfU/clip_8.mp4,6
all_data/andrew-laptop-1/video-data/exrOpkdoBE8/clip_8.mp4,6
all_data/andrew-laptop-1/video-data/IWwwR_gsHNs/clip_4.mp4,6
all_data/andrew-laptop-1/video-data/UNqqDGAndhA/clip_4.mp4,6
all_data/andrew-laptop-1/video-data/GoFY0a5IXk8/clip_8.mp4,6
all_data/andrew-laptop-1/video-data/vwHTKAPgaqA/clip_7.mp4,6
all_data/andrew-laptop-1/video-data/WpH85OZMxZ0/clip_3.mp4,6
all_data/andrew-laptop-1/video-data/bxZepPt-WP8/clip_15.mp4,6
all_data/andrew-laptop-1/video-data/Br-dlU2fSzM/clip_2.mp4,6
all_data/andrew-laptop-1/video-data/0ntRJpD2fM8/clip_9.mp4,6
all_data/andrew-laptop-1/video-data/w1tx-FN9cC8/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/5w4QpuGJLj4/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/MmJ81b2uUhI/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/pLWjvrMmirI/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/bnOpCMT_1yI/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/CZk25TdOkoc/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/CZk25TdOkoc/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/Iq2vSM5rrCY/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/bxZepPt-WP8/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/hLKlL4ENOYc/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/j3zzZTOA7Mo/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/hLKlL4ENOYc/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/Q7AC2wG3S7o/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/WF0GqBJuBLQ/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/B8NebXqBsto/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/npFnx3kqFl4/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/aq_bH0nwV6E/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/rMJ0EYO1Rj0/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/rMJ0EYO1Rj0/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/8-pWoWP9xLQ/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/a0i1YqwsnMs/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/gIgBRqQhSDs/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/Gqfq4AaUJe0/clip_4.mp4,2
all_data/andrew-laptop-1/video-data/hzxnHPV47oY/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/mn-eC-r9f4Y/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/gChs1VYhpIY/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/zFga1xOchcQ/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/0VhsXKRmKfU/clip_4.mp4,2
all_data/andrew-laptop-1/video-data/IsOMSuiYU2o/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/XEs3UcZZ1UE/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/WF0GqBJuBLQ/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/mXOGPnMy1IU/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/bxZepPt-WP8/clip_5.mp4,2
all_data/andrew-laptop-1/video-data/j3zzZTOA7Mo/clip_4.mp4,2
all_data/andrew-laptop-1/video-data/gIgBRqQhSDs/clip_6.mp4,2
all_data/andrew-laptop-1/video-data/tjzSVn2WE6o/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/-lr_jc5fWqA/clip_5.mp4,2
all_data/andrew-laptop-1/video-data/cHlFhDGb9KY/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/ipH8lf68nZU/clip_7.mp4,2
all_data/andrew-laptop-1/video-data/zFga1xOchcQ/clip_4.mp4,2
all_data/andrew-laptop-1/video-data/YG9aBnOSn1o/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/YG9aBnOSn1o/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/uPX_PU_0LTk/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/CXwJWny0f-A/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/O8F5jyfYH8k/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/zYgYQAWrDmw/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/c2xgs4qXLyM/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/0ntRJpD2fM8/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/KOKFSFxtVIE/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/mxoayKDdbdQ/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/UwjhbBD2IA4/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/isvp9FUYV0o/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/isvp9FUYV0o/clip_5.mp4,2
all_data/andrew-laptop-1/video-data/cr3caxj-4E4/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/4mrTUWACzoQ/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/zIPz3DRVM8A/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/wkzNMNL-Rfw/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/-XPEvIMe05A/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/O8F5jyfYH8k/clip_2.mp4,2
all_data/andrew-laptop-1/video-data/bxZepPt-WP8/clip_6.mp4,2
all_data/andrew-laptop-1/video-data/WeSCbT8dfQg/clip_1.mp4,2
all_data/andrew-laptop-1/video-data/cr3caxj-4E4/clip_7.mp4,2
all_data/andrew-laptop-1/video-data/qnBwuxFDxlU/clip_9.mp4,2
all_data/andrew-laptop-1/video-data/AALM9_RgV6c/clip_3.mp4,2
all_data/andrew-laptop-1/video-data/AALM9_RgV6c/clip_4.mp4,2
all_data/andrew-laptop-1/video-data/EWewYijB7h8/clip_5.mp4,2
all_data/andrew-laptop-1/video-data/TdSAH2ugVeM/clip_5.mp4,2
all_data/andrew-laptop-1/video-data/TdSAH2ugVeM/clip_6.mp4,2
